Days,Datetime,Container,CPU %,MemUsage / Limit,Mem %, Block I/O
65,02/12/19-03:37:08,mongo,42.56%,3.438GiB / 7.696GiB,44.67%,23.5GB / 73.9GB
65,02/12/19-03:37:40,mongo,32.14%,3.437GiB / 7.696GiB,44.65%,23.5GB / 73.9GB
65,02/12/19-03:38:12,mongo,40.60%,3.432GiB / 7.696GiB,44.59%,23.5GB / 73.9GB
66,02/12/19-03:38:40,mongo,4.78%,3.432GiB / 7.696GiB,44.60%,23.6GB / 73.9GB
66,02/12/19-03:39:12,mongo,23.86%,3.481GiB / 7.696GiB,45.23%,23.6GB / 74.1GB
66,02/12/19-03:39:45,mongo,42.23%,3.484GiB / 7.696GiB,45.26%,24.3GB / 74.1GB
66,02/12/19-03:40:18,mongo,23.77%,3.482GiB / 7.696GiB,45.25%,24.5GB / 74.2GB
66,02/12/19-03:40:50,mongo,51.98%,3.48GiB / 7.696GiB,45.21%,24.9GB / 74.2GB
66,02/12/19-03:41:23,mongo,44.72%,3.476GiB / 7.696GiB,45.16%,25GB / 74.2GB
66,02/12/19-03:41:55,mongo,31.46%,3.471GiB / 7.696GiB,45.10%,25.1GB / 74.2GB
66,02/12/19-03:42:28,mongo,41.19%,3.467GiB / 7.696GiB,45.05%,25.1GB / 74.2GB
66,02/12/19-03:43:00,mongo,79.78%,3.465GiB / 7.696GiB,45.02%,25.2GB / 74.2GB
66,02/12/19-03:43:32,mongo,57.53%,3.46GiB / 7.696GiB,44.95%,25.3GB / 74.2GB
66,02/12/19-03:44:04,mongo,41.02%,3.456GiB / 7.696GiB,44.90%,25.4GB / 74.2GB
66,02/12/19-03:44:37,mongo,42.41%,3.452GiB / 7.696GiB,44.86%,25.5GB / 74.2GB
66,02/12/19-03:45:09,mongo,85.10%,3.451GiB / 7.696GiB,44.84%,25.6GB / 74.2GB
66,02/12/19-03:45:41,mongo,22.28%,3.448GiB / 7.696GiB,44.81%,25.7GB / 74.2GB
66,02/12/19-03:46:14,mongo,43.29%,3.446GiB / 7.696GiB,44.77%,25.7GB / 74.2GB
66,02/12/19-03:46:46,mongo,56.36%,3.442GiB / 7.696GiB,44.72%,25.8GB / 74.2GB
66,02/12/19-03:47:18,mongo,71.04%,3.439GiB / 7.696GiB,44.68%,25.8GB / 74.2GB
66,02/12/19-03:47:50,mongo,36.45%,3.436GiB / 7.696GiB,44.65%,25.9GB / 74.2GB
66,02/12/19-03:48:23,mongo,84.53%,3.434GiB / 7.696GiB,44.61%,25.9GB / 74.2GB
67,02/12/19-03:48:55,mongo,6.17%,3.44GiB / 7.696GiB,44.69%,26GB / 74.2GB
67,02/12/19-03:49:27,mongo,25.18%,3.483GiB / 7.696GiB,45.26%,26GB / 74.4GB
67,02/12/19-03:50:01,mongo,87.58%,3.481GiB / 7.696GiB,45.23%,26.1GB / 74.4GB
67,02/12/19-03:50:33,mongo,68.19%,3.478GiB / 7.696GiB,45.19%,26.8GB / 74.4GB
67,02/12/19-03:51:05,mongo,63.00%,3.475GiB / 7.696GiB,45.15%,27.4GB / 74.4GB
67,02/12/19-03:51:38,mongo,60.58%,3.472GiB / 7.696GiB,45.11%,27.7GB / 74.4GB
67,02/12/19-03:52:10,mongo,34.45%,3.47GiB / 7.696GiB,45.08%,27.9GB / 74.4GB
67,02/12/19-03:52:43,mongo,27.58%,3.466GiB / 7.696GiB,45.03%,28GB / 74.4GB
67,02/12/19-03:53:15,mongo,61.30%,3.461GiB / 7.696GiB,44.98%,28.1GB / 74.4GB
67,02/12/19-03:53:48,mongo,54.03%,3.458GiB / 7.696GiB,44.94%,28.2GB / 74.4GB
67,02/12/19-03:54:20,mongo,59.54%,3.457GiB / 7.696GiB,44.92%,28.3GB / 74.4GB
67,02/12/19-03:54:52,mongo,32.90%,3.455GiB / 7.696GiB,44.89%,28.6GB / 74.4GB
67,02/12/19-03:55:25,mongo,45.38%,3.454GiB / 7.696GiB,44.87%,29GB / 74.4GB
67,02/12/19-03:55:57,mongo,28.10%,3.452GiB / 7.696GiB,44.85%,29.4GB / 74.4GB
67,02/12/19-03:56:30,mongo,35.42%,3.451GiB / 7.696GiB,44.84%,29.6GB / 74.4GB
67,02/12/19-03:57:02,mongo,82.89%,3.445GiB / 7.696GiB,44.76%,29.6GB / 74.4GB
67,02/12/19-03:57:35,mongo,38.96%,3.446GiB / 7.696GiB,44.77%,29.7GB / 74.4GB
67,02/12/19-03:58:07,mongo,29.27%,3.445GiB / 7.696GiB,44.76%,29.7GB / 74.4GB
67,02/12/19-03:58:40,mongo,15.48%,3.444GiB / 7.696GiB,44.75%,29.9GB / 74.4GB
67,02/12/19-03:59:13,mongo,22.79%,3.443GiB / 7.696GiB,44.73%,30.4GB / 74.4GB
67,02/12/19-03:59:46,mongo,22.66%,3.443GiB / 7.696GiB,44.74%,30.6GB / 74.4GB
68,02/12/19-03:59:49,mongo,1.55%,3.443GiB / 7.696GiB,44.74%,30.6GB / 74.4GB
68,02/12/19-04:00:21,mongo,24.18%,3.479GiB / 7.696GiB,45.21%,30.6GB / 74.5GB
68,02/12/19-04:00:54,mongo,36.67%,3.479GiB / 7.696GiB,45.20%,31.3GB / 74.6GB
68,02/12/19-04:01:26,mongo,50.38%,3.476GiB / 7.696GiB,45.17%,31.6GB / 74.6GB
68,02/12/19-04:01:59,mongo,36.57%,3.472GiB / 7.696GiB,45.11%,31.8GB / 74.7GB
68,02/12/19-04:02:32,mongo,28.51%,3.472GiB / 7.696GiB,45.12%,32.2GB / 74.7GB
68,02/12/19-04:03:04,mongo,52.75%,3.47GiB / 7.696GiB,45.09%,32.7GB / 74.7GB
68,02/12/19-04:03:37,mongo,38.78%,3.467GiB / 7.696GiB,45.05%,32.7GB / 74.7GB
68,02/12/19-04:04:09,mongo,36.77%,3.462GiB / 7.696GiB,44.98%,33.2GB / 74.7GB
68,02/12/19-04:04:42,mongo,31.72%,3.461GiB / 7.696GiB,44.98%,33.4GB / 74.7GB
68,02/12/19-04:05:15,mongo,30.06%,3.461GiB / 7.696GiB,44.97%,33.9GB / 74.7GB
68,02/12/19-04:05:47,mongo,51.15%,3.461GiB / 7.696GiB,44.97%,34.4GB / 74.7GB
68,02/12/19-04:06:20,mongo,46.91%,3.458GiB / 7.696GiB,44.92%,34.4GB / 74.7GB
68,02/12/19-04:06:52,mongo,52.23%,3.456GiB / 7.696GiB,44.91%,34.6GB / 74.7GB
68,02/12/19-04:07:25,mongo,16.24%,3.455GiB / 7.696GiB,44.89%,34.7GB / 74.7GB
68,02/12/19-04:07:57,mongo,74.09%,3.452GiB / 7.696GiB,44.85%,34.8GB / 74.7GB
68,02/12/19-04:08:30,mongo,68.36%,3.45GiB / 7.696GiB,44.82%,34.9GB / 74.7GB
68,02/12/19-04:09:02,mongo,44.66%,3.449GiB / 7.696GiB,44.81%,35GB / 74.7GB
68,02/12/19-04:09:34,mongo,29.13%,3.445GiB / 7.696GiB,44.76%,35.1GB / 74.7GB
68,02/12/19-04:10:06,mongo,47.08%,3.445GiB / 7.696GiB,44.76%,35.3GB / 74.7GB
68,02/12/19-04:10:39,mongo,66.42%,3.442GiB / 7.696GiB,44.73%,35.5GB / 74.7GB
68,02/12/19-04:11:12,mongo,33.22%,3.438GiB / 7.696GiB,44.67%,35.6GB / 74.7GB
69,02/12/19-04:11:24,mongo,1.71%,3.438GiB / 7.696GiB,44.67%,35.7GB / 74.7GB
69,02/12/19-04:11:56,mongo,24.86%,3.476GiB / 7.696GiB,45.17%,35.7GB / 74.8GB
69,02/12/19-04:12:28,mongo,21.11%,3.476GiB / 7.696GiB,45.16%,36.5GB / 74.8GB
69,02/12/19-04:13:01,mongo,32.52%,3.475GiB / 7.696GiB,45.15%,37.2GB / 74.9GB
69,02/12/19-04:13:34,mongo,35.10%,3.474GiB / 7.696GiB,45.14%,37.5GB / 74.9GB
69,02/12/19-04:14:07,mongo,32.08%,3.472GiB / 7.696GiB,45.12%,37.7GB / 74.9GB
69,02/12/19-04:14:40,mongo,20.87%,3.47GiB / 7.696GiB,45.09%,38GB / 74.9GB
69,02/12/19-04:15:12,mongo,40.16%,3.47GiB / 7.696GiB,45.09%,38.5GB / 74.9GB
69,02/12/19-04:15:45,mongo,31.49%,3.469GiB / 7.696GiB,45.07%,39GB / 74.9GB
69,02/12/19-04:16:18,mongo,15.59%,3.467GiB / 7.696GiB,45.05%,39.7GB / 74.9GB
69,02/12/19-04:16:51,mongo,5.41%,3.467GiB / 7.696GiB,45.04%,40GB / 74.9GB
