Days,Datetime,Container,CPU %,MemUsage / Limit,Mem %, Block I/O
18,01/12/19-19:44:57,mongo,14.84%,3.512GiB / 7.696GiB,45.63%,6.94GB / 48.2GB
18,01/12/19-19:45:29,mongo,33.75%,3.512GiB / 7.696GiB,45.63%,6.94GB / 48.3GB
18,01/12/19-19:46:01,mongo,13.42%,3.511GiB / 7.696GiB,45.62%,6.94GB / 48.5GB
18,01/12/19-19:46:33,mongo,16.23%,3.51GiB / 7.696GiB,45.61%,6.94GB / 48.5GB
19,01/12/19-19:46:47,mongo,15.31%,3.509GiB / 7.696GiB,45.59%,6.94GB / 48.5GB
19,01/12/19-19:47:19,mongo,17.25%,3.511GiB / 7.696GiB,45.61%,6.94GB / 48.6GB
19,01/12/19-19:47:52,mongo,14.28%,3.509GiB / 7.696GiB,45.59%,6.94GB / 48.7GB
19,01/12/19-19:48:24,mongo,22.29%,3.509GiB / 7.696GiB,45.59%,6.94GB / 48.7GB
20,01/12/19-19:48:41,mongo,15.39%,3.509GiB / 7.696GiB,45.59%,6.94GB / 48.7GB
20,01/12/19-19:49:13,mongo,15.20%,3.509GiB / 7.696GiB,45.59%,6.94GB / 48.8GB
20,01/12/19-19:49:46,mongo,29.82%,3.508GiB / 7.696GiB,45.58%,6.94GB / 48.9GB
20,01/12/19-19:50:18,mongo,26.09%,3.507GiB / 7.696GiB,45.56%,6.94GB / 48.9GB
21,01/12/19-19:50:40,mongo,19.63%,3.507GiB / 7.696GiB,45.56%,6.94GB / 48.9GB
21,01/12/19-19:51:12,mongo,24.19%,3.512GiB / 7.696GiB,45.63%,6.94GB / 49GB
21,01/12/19-19:51:44,mongo,17.44%,3.511GiB / 7.696GiB,45.62%,6.94GB / 49.1GB
21,01/12/19-19:52:16,mongo,17.29%,3.51GiB / 7.696GiB,45.61%,6.94GB / 49.1GB
22,01/12/19-19:52:43,mongo,15.31%,3.508GiB / 7.696GiB,45.58%,6.94GB / 49.1GB
22,01/12/19-19:53:15,mongo,15.26%,3.509GiB / 7.696GiB,45.59%,6.94GB / 49.2GB
22,01/12/19-19:53:47,mongo,18.54%,3.51GiB / 7.696GiB,45.61%,6.94GB / 49.2GB
22,01/12/19-19:54:19,mongo,16.12%,3.51GiB / 7.696GiB,45.61%,6.94GB / 49.2GB
23,01/12/19-19:54:50,mongo,15.74%,3.509GiB / 7.696GiB,45.59%,6.94GB / 49.2GB
23,01/12/19-19:55:22,mongo,14.66%,3.514GiB / 7.696GiB,45.66%,6.94GB / 49.3GB
23,01/12/19-19:55:54,mongo,16.01%,3.515GiB / 7.696GiB,45.67%,6.94GB / 49.5GB
23,01/12/19-19:56:26,mongo,16.58%,3.514GiB / 7.696GiB,45.66%,6.94GB / 49.5GB
23,01/12/19-19:56:59,mongo,31.45%,3.514GiB / 7.696GiB,45.66%,6.94GB / 49.5GB
24,01/12/19-19:57:02,mongo,15.23%,3.514GiB / 7.696GiB,45.65%,6.94GB / 49.5GB
24,01/12/19-19:57:34,mongo,15.03%,3.515GiB / 7.696GiB,45.66%,6.94GB / 49.6GB
24,01/12/19-19:58:07,mongo,28.96%,3.514GiB / 7.696GiB,45.66%,6.94GB / 49.7GB
24,01/12/19-19:58:39,mongo,26.21%,3.513GiB / 7.696GiB,45.65%,6.94GB / 49.7GB
24,01/12/19-19:59:11,mongo,20.89%,3.512GiB / 7.696GiB,45.63%,6.94GB / 49.7GB
25,01/12/19-19:59:18,mongo,15.03%,3.512GiB / 7.696GiB,45.64%,6.94GB / 49.7GB
25,01/12/19-19:59:50,mongo,15.58%,3.514GiB / 7.696GiB,45.66%,6.94GB / 49.9GB
25,01/12/19-20:00:22,mongo,16.10%,3.513GiB / 7.696GiB,45.65%,6.94GB / 50GB
25,01/12/19-20:00:54,mongo,16.19%,3.514GiB / 7.696GiB,45.65%,6.94GB / 50GB
25,01/12/19-20:01:26,mongo,23.01%,3.513GiB / 7.696GiB,45.64%,6.94GB / 50GB
26,01/12/19-20:01:38,mongo,14.76%,3.512GiB / 7.696GiB,45.63%,6.94GB / 50GB
26,01/12/19-20:02:10,mongo,32.31%,3.515GiB / 7.696GiB,45.67%,6.94GB / 50.1GB
26,01/12/19-20:02:42,mongo,16.45%,3.515GiB / 7.696GiB,45.67%,6.94GB / 50.2GB
26,01/12/19-20:03:14,mongo,20.49%,3.514GiB / 7.696GiB,45.66%,6.94GB / 50.2GB
26,01/12/19-20:03:46,mongo,19.63%,3.514GiB / 7.696GiB,45.66%,6.94GB / 50.2GB
27,01/12/19-20:04:03,mongo,15.05%,3.514GiB / 7.696GiB,45.65%,6.94GB / 50.2GB
27,01/12/19-20:04:35,mongo,16.86%,3.514GiB / 7.696GiB,45.65%,6.94GB / 50.3GB
27,01/12/19-20:05:07,mongo,22.44%,3.513GiB / 7.696GiB,45.65%,6.94GB / 50.4GB
27,01/12/19-20:05:39,mongo,16.73%,3.512GiB / 7.696GiB,45.63%,6.94GB / 50.4GB
27,01/12/19-20:06:12,mongo,16.94%,3.512GiB / 7.696GiB,45.63%,6.94GB / 50.4GB
28,01/12/19-20:06:33,mongo,15.85%,3.511GiB / 7.696GiB,45.62%,6.94GB / 50.4GB
28,01/12/19-20:07:06,mongo,15.27%,3.515GiB / 7.696GiB,45.67%,6.94GB / 50.6GB
28,01/12/19-20:07:38,mongo,21.08%,3.515GiB / 7.696GiB,45.67%,6.94GB / 50.6GB
28,01/12/19-20:08:10,mongo,16.25%,3.514GiB / 7.696GiB,45.66%,6.94GB / 50.6GB
28,01/12/19-20:08:42,mongo,16.14%,3.514GiB / 7.696GiB,45.66%,6.94GB / 50.6GB
29,01/12/19-20:09:06,mongo,15.04%,3.513GiB / 7.696GiB,45.64%,6.94GB / 50.6GB
29,01/12/19-20:09:38,mongo,15.36%,3.513GiB / 7.696GiB,45.65%,6.94GB / 50.7GB
29,01/12/19-20:10:10,mongo,16.79%,3.513GiB / 7.696GiB,45.65%,6.94GB / 50.9GB
29,01/12/19-20:10:43,mongo,16.27%,3.513GiB / 7.696GiB,45.64%,6.94GB / 50.9GB
29,01/12/19-20:11:15,mongo,20.71%,3.512GiB / 7.696GiB,45.63%,6.94GB / 50.9GB
30,01/12/19-20:11:42,mongo,14.52%,3.512GiB / 7.696GiB,45.63%,6.94GB / 50.9GB
30,01/12/19-20:12:14,mongo,22.68%,3.515GiB / 7.696GiB,45.67%,6.94GB / 51GB
30,01/12/19-20:12:47,mongo,25.86%,3.515GiB / 7.696GiB,45.68%,6.94GB / 51GB
30,01/12/19-20:13:19,mongo,16.50%,3.514GiB / 7.696GiB,45.66%,6.94GB / 51.1GB
30,01/12/19-20:13:51,mongo,16.38%,3.514GiB / 7.696GiB,45.65%,6.94GB / 51.1GB
31,01/12/19-20:14:23,mongo,14.75%,3.514GiB / 7.696GiB,45.65%,6.94GB / 51.1GB
31,01/12/19-20:14:55,mongo,17.86%,3.514GiB / 7.696GiB,45.65%,6.94GB / 51.2GB
31,01/12/19-20:15:27,mongo,15.97%,3.514GiB / 7.696GiB,45.66%,6.94GB / 51.4GB
31,01/12/19-20:15:59,mongo,16.89%,3.513GiB / 7.696GiB,45.65%,6.94GB / 51.4GB
31,01/12/19-20:16:31,mongo,15.99%,3.512GiB / 7.696GiB,45.63%,6.94GB / 51.4GB
31,01/12/19-20:17:04,mongo,16.56%,3.512GiB / 7.696GiB,45.63%,6.94GB / 51.4GB
32,01/12/19-20:17:07,mongo,15.04%,3.512GiB / 7.696GiB,45.63%,6.94GB / 51.4GB
32,01/12/19-20:17:40,mongo,14.70%,3.512GiB / 7.696GiB,45.63%,6.94GB / 51.5GB
32,01/12/19-20:18:12,mongo,24.24%,3.511GiB / 7.696GiB,45.62%,6.94GB / 51.5GB
32,01/12/19-20:18:44,mongo,16.34%,3.51GiB / 7.696GiB,45.61%,6.94GB / 51.5GB
32,01/12/19-20:19:17,mongo,16.26%,3.509GiB / 7.696GiB,45.60%,6.94GB / 51.5GB
32,01/12/19-20:19:49,mongo,16.21%,3.509GiB / 7.696GiB,45.60%,6.94GB / 51.5GB
33,01/12/19-20:19:57,mongo,15.09%,3.509GiB / 7.696GiB,45.60%,6.94GB / 51.5GB
33,01/12/19-20:20:29,mongo,14.75%,3.512GiB / 7.696GiB,45.63%,6.94GB / 51.6GB
33,01/12/19-20:21:01,mongo,57.58%,3.511GiB / 7.696GiB,45.62%,6.94GB / 51.7GB
33,01/12/19-20:21:33,mongo,23.93%,3.51GiB / 7.696GiB,45.61%,6.94GB / 51.7GB
33,01/12/19-20:22:05,mongo,32.53%,3.509GiB / 7.696GiB,45.59%,6.94GB / 51.7GB
33,01/12/19-20:22:37,mongo,28.48%,3.508GiB / 7.696GiB,45.58%,6.94GB / 51.7GB
34,01/12/19-20:22:51,mongo,15.94%,3.508GiB / 7.696GiB,45.58%,6.94GB / 51.7GB
34,01/12/19-20:23:23,mongo,15.31%,3.515GiB / 7.696GiB,45.67%,6.94GB / 51.9GB
34,01/12/19-20:23:55,mongo,25.15%,3.514GiB / 7.696GiB,45.66%,6.94GB / 51.9GB
34,01/12/19-20:24:27,mongo,16.77%,3.513GiB / 7.696GiB,45.64%,6.94GB / 52GB
34,01/12/19-20:24:59,mongo,16.36%,3.512GiB / 7.696GiB,45.63%,6.94GB / 52GB
34,01/12/19-20:25:31,mongo,17.21%,3.512GiB / 7.696GiB,45.63%,6.94GB / 52GB
35,01/12/19-20:25:48,mongo,14.72%,3.505GiB / 7.696GiB,45.54%,6.94GB / 52GB
35,01/12/19-20:26:20,mongo,15.26%,3.506GiB / 7.696GiB,45.55%,6.94GB / 52.1GB
35,01/12/19-20:26:53,mongo,23.43%,3.506GiB / 7.696GiB,45.55%,6.94GB / 52.1GB
35,01/12/19-20:27:25,mongo,16.26%,3.505GiB / 7.696GiB,45.54%,6.94GB / 52.2GB
35,01/12/19-20:27:57,mongo,16.48%,3.505GiB / 7.696GiB,45.54%,6.94GB / 52.2GB
35,01/12/19-20:28:29,mongo,23.03%,3.504GiB / 7.696GiB,45.53%,6.94GB / 52.2GB
36,01/12/19-20:28:50,mongo,15.31%,3.503GiB / 7.696GiB,45.51%,6.94GB / 52.2GB
36,01/12/19-20:29:22,mongo,25.08%,3.507GiB / 7.696GiB,45.57%,6.94GB / 52.4GB
36,01/12/19-20:29:54,mongo,16.18%,3.506GiB / 7.696GiB,45.55%,6.94GB / 52.4GB
36,01/12/19-20:30:26,mongo,17.52%,3.508GiB / 7.696GiB,45.59%,6.94GB / 52.5GB
36,01/12/19-20:30:58,mongo,24.87%,3.507GiB / 7.696GiB,45.57%,6.94GB / 52.5GB
36,01/12/19-20:31:30,mongo,26.05%,3.506GiB / 7.696GiB,45.56%,6.94GB / 52.5GB
37,01/12/19-20:31:55,mongo,17.19%,3.512GiB / 7.696GiB,45.64%,6.94GB / 52.5GB
37,01/12/19-20:32:28,mongo,15.13%,3.516GiB / 7.696GiB,45.68%,6.94GB / 52.6GB
37,01/12/19-20:33:00,mongo,16.49%,3.515GiB / 7.696GiB,45.67%,6.94GB / 52.6GB
37,01/12/19-20:33:32,mongo,16.36%,3.514GiB / 7.696GiB,45.66%,6.94GB / 52.7GB
37,01/12/19-20:34:04,mongo,16.13%,3.514GiB / 7.696GiB,45.66%,6.94GB / 52.7GB
37,01/12/19-20:34:36,mongo,16.24%,3.514GiB / 7.696GiB,45.66%,6.94GB / 52.7GB
38,01/12/19-20:35:06,mongo,14.58%,3.514GiB / 7.696GiB,45.65%,6.94GB / 52.7GB
38,01/12/19-20:35:38,mongo,15.11%,3.515GiB / 7.696GiB,45.67%,6.94GB / 52.8GB
38,01/12/19-20:36:10,mongo,21.59%,3.514GiB / 7.696GiB,45.66%,6.94GB / 52.8GB
38,01/12/19-20:36:42,mongo,28.51%,3.513GiB / 7.696GiB,45.65%,6.94GB / 52.9GB
38,01/12/19-20:37:15,mongo,16.94%,3.513GiB / 7.696GiB,45.65%,6.94GB / 52.9GB
38,01/12/19-20:37:47,mongo,16.85%,3.514GiB / 7.696GiB,45.65%,6.94GB / 52.9GB
38,01/12/19-20:38:19,39,01/12/19-20:38:20,mongo,11.92%,3.512GiB / 7.696GiB,45.64%,6.94GB / 52.9GB
mongo,15.68%,3.513GiB / 7.696GiB,45.64%,6.94GB / 52.9GB
39,01/12/19-20:38:53,mongo,15.01%,3.515GiB / 7.696GiB,45.67%,6.94GB / 53GB
